DATAATUAL|CREDOR|TIPO DE COMUNICACAO|NUMERO DO PROCESSO|JUIZO|COMARCA|DATA DE ABERTURA DO PROCESSO|RECUPERANDA/FALIDA/INSOLVENTE|CNPJ|LOGRADOURO|NUMERO|BAIRRO|CIDADE|ESTADO|CEP|NATUREZA|VALOR|CLASSIFICACAO|REGISTRADO|CEP_CREDOR|LOGRADOURO_CREDOR|NUMERO_CREDOR|COMPLEMENTO_CREDOR|BAIRRO_CREDOR|CIDADE_CREDOR|ESTADO_CREDOR|ETIQUETA
11/04/2025|     MARNOBRE IMP. EXP. DE PESCADOS LTDA|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5094233-49.2024.8.24.0023|VARA REGIONAL DE RECUPERAÇÕES JUDICIAIS ,FALÊNCIAS E CONCORDATAS|Capital|16 de Dezembro de 2024|FORTE PESCADOS SC LTDA|33.855.532/0001-60|Onildo Reis|455|cordeiros|Itaja?                       |SC|88311725|Contratual|R$ 717.294,88|Classe IV - Créditos com Privilégio Especial ( aqueles a cujos titulares a lei confira o direito de retenção sobre a coisa dada em garantia)|[5094233-49.2024.8.24.0023] FORTE PESCADOS SC LTDA - 00013|01139000|AVENIDA MARQUES DE SAO VICENTE|446||VARZEA DA BARRA FUNDA|São Paulo|SP|YA199055053BR
11/04/2025|HOPE I FUNDO DE INVESTIMENTO EM DIREITOS|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5094233-49.2024.8.24.0023|VARA REGIONAL DE RECUPERAÇÕES JUDICIAIS ,FALÊNCIAS E CONCORDATAS|Capital|16 de Dezembro de 2024|FORTE PESCADOS SC LTDA|33.855.532/0001-60|Onildo Reis|455|cordeiros|Itaja?                       |SC|88311725|Contratual|R$ 81.249,76|Classe IV - Créditos com Privilégio Especial ( aqueles a cujos titulares a lei confira o direito de retenção sobre a coisa dada em garantia)|[5094233-49.2024.8.24.0023] FORTE PESCADOS SC LTDA - 00068|01310923|AV PAULISTA|1842|ANDAR 1 CONJ 17 E 18|BELA VISTA|São Paulo|SP|YA199055067BR
11/04/2025|               GERAR SECURITIZADORA S/A.|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5094233-49.2024.8.24.0023|VARA REGIONAL DE RECUPERAÇÕES JUDICIAIS ,FALÊNCIAS E CONCORDATAS|Capital|16 de Dezembro de 2024|FORTE PESCADOS SC LTDA|33.855.532/0001-60|Onildo Reis|455|cordeiros|Itaja?                       |SC|88311725|Contratual|R$ 354.182,18|Classe IV - Créditos com Privilégio Especial ( aqueles a cujos titulares a lei confira o direito de retenção sobre a coisa dada em garantia)|[5094233-49.2024.8.24.0023] FORTE PESCADOS SC LTDA - 00060|01311100|AVENIDA PAULISTA|807|SALA 2315|BELA VISTA|São Paulo|SP|YA199055075BR
11/04/2025|                       BANCO SOFISA S.A.|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5094233-49.2024.8.24.0023|VARA REGIONAL DE RECUPERAÇÕES JUDICIAIS ,FALÊNCIAS E CONCORDATAS|Capital|16 de Dezembro de 2024|FORTE PESCADOS SC LTDA|33.855.532/0001-60|Onildo Reis|455|cordeiros|Itaja?                       |SC|88311725|Contratual|R$ 816.189,37|Classe IV - Créditos com Privilégio Especial ( aqueles a cujos titulares a lei confira o direito de retenção sobre a coisa dada em garantia)|[5094233-49.2024.8.24.0023] FORTE PESCADOS SC LTDA - 00054|01418100|ALAMEDA SANTOS|DE 1056 A 1496||Cerqueira César|São Paulo|SP|YA199055084BR
11/04/2025|                         BANCO SOFISA SA|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5094233-49.2024.8.24.0023|VARA REGIONAL DE RECUPERAÇÕES JUDICIAIS ,FALÊNCIAS E CONCORDATAS|Capital|16 de Dezembro de 2024|FORTE PESCADOS SC LTDA|33.855.532/0001-60|Onildo Reis|455|cordeiros|Itaja?                       |SC|88311725|Contratual|R$ 3.143.245,77|Classe IV - Créditos com Privilégio Especial ( aqueles a cujos titulares a lei confira o direito de retenção sobre a coisa dada em garantia)|[5094233-49.2024.8.24.0023] FORTE PESCADOS SC LTDA - 00004|01418100|ALAMEDA SANTOS|DE 1056 A 1496||Demarchi|São Paulo|SP|YA199055098BR
11/04/2025|GUARDIAN FUNDO DE INVESTIMENTO EM DIREIT|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5094233-49.2024.8.24.0023|VARA REGIONAL DE RECUPERAÇÕES JUDICIAIS ,FALÊNCIAS E CONCORDATAS|Capital|16 de Dezembro de 2024|FORTE PESCADOS SC LTDA|33.855.532/0001-60|Onildo Reis|455|cordeiros|Itaja?                       |SC|88311725|Contratual|R$ 454.514,30|Classe IV - Créditos com Privilégio Especial ( aqueles a cujos titulares a lei confira o direito de retenção sobre a coisa dada em garantia)|[5094233-49.2024.8.24.0023] FORTE PESCADOS SC LTDA - 00058|01452919|AV BRIGADEIRO FARIA LIMA|1355|ANDAR 5|JARDIM PAULISTANO|São Paulo|SP|YA199055107BR
11/04/2025|INTERBANK FUNDO DE INVESTIMENTO EM DIREI|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5094233-49.2024.8.24.0023|VARA REGIONAL DE RECUPERAÇÕES JUDICIAIS ,FALÊNCIAS E CONCORDATAS|Capital|16 de Dezembro de 2024|FORTE PESCADOS SC LTDA|33.855.532/0001-60|Onildo Reis|455|cordeiros|Itaja?                       |SC|88311725|Contratual|R$ 1.436.915,54|Classe IV - Créditos com Privilégio Especial ( aqueles a cujos titulares a lei confira o direito de retenção sobre a coisa dada em garantia)|[5094233-49.2024.8.24.0023] FORTE PESCADOS SC LTDA - 00052|01452919|AV BRIGADEIRO FARIA LIMA|1355|ANDAR 5|JARDIM PAULISTANO|São Paulo|SP|YA199055115BR
11/04/2025|JPI FUNDO DE INVESTIMENTO EM DIREITOS CR|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5094233-49.2024.8.24.0023|VARA REGIONAL DE RECUPERAÇÕES JUDICIAIS ,FALÊNCIAS E CONCORDATAS|Capital|16 de Dezembro de 2024|FORTE PESCADOS SC LTDA|33.855.532/0001-60|Onildo Reis|455|cordeiros|Itaja?                       |SC|88311725|Contratual|R$ 217.338,17|Classe IV - Créditos com Privilégio Especial ( aqueles a cujos titulares a lei confira o direito de retenção sobre a coisa dada em garantia)|[5094233-49.2024.8.24.0023] FORTE PESCADOS SC LTDA - 00062|01452919|AV BRIGADEIRO FARIA LIMA|1355|ANDAR 5|JARDIM PAULISTANO|São Paulo|SP|YA199055124BR
11/04/2025|OPHIR FUNDO DE INVESTIMENTO EM DIREITOS |COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5094233-49.2024.8.24.0023|VARA REGIONAL DE RECUPERAÇÕES JUDICIAIS ,FALÊNCIAS E CONCORDATAS|Capital|16 de Dezembro de 2024|FORTE PESCADOS SC LTDA|33.855.532/0001-60|Onildo Reis|455|cordeiros|Itaja?                       |SC|88311725|Contratual|R$ 736.489,24|Classe IV - Créditos com Privilégio Especial ( aqueles a cujos titulares a lei confira o direito de retenção sobre a coisa dada em garantia)|[5094233-49.2024.8.24.0023] FORTE PESCADOS SC LTDA - 00055|01452919|AV BRIGADEIRO FARIA LIMA|1355|ANDAR 5|JARDIM PAULISTANO|São Paulo|SP|YA199055138BR
11/04/2025|BARCELONA FUNDO DE INVESTIMENTO EM DIREI|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5094233-49.2024.8.24.0023|VARA REGIONAL DE RECUPERAÇÕES JUDICIAIS ,FALÊNCIAS E CONCORDATAS|Capital|16 de Dezembro de 2024|FORTE PESCADOS SC LTDA|33.855.532/0001-60|Onildo Reis|455|cordeiros|Itaja?                       |SC|88311725|Contratual|R$ 492.986,10|Classe IV - Créditos com Privilégio Especial ( aqueles a cujos titulares a lei confira o direito de retenção sobre a coisa dada em garantia)|[5094233-49.2024.8.24.0023] FORTE PESCADOS SC LTDA - 00057|04543000|AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK|1726||VILA NOVA CONCEICAO|São Paulo|SP|YA199055141BR
