DATAATUAL|CREDOR|TIPO DE COMUNICACAO|NUMERO DO PROCESSO|JUIZO|COMARCA|DATA DE ABERTURA DO PROCESSO|RECUPERANDA/FALIDA/INSOLVENTE|CNPJ|LOGRADOURO|NUMERO|BAIRRO|CIDADE|ESTADO|CEP|NATUREZA|VALOR|CLASSIFICACAO|REGISTRADO|CEP_CREDOR|LOGRADOURO_CREDOR|NUMERO_CREDOR|COMPLEMENTO_CREDOR|BAIRRO_CREDOR|CIDADE_CREDOR|ESTADO_CREDOR|ETIQUETA
04/07/2023|                     BANCO DAYCOVAL S.A.|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5002323-84.2023.8.24.0019|VARA REGIONAL DE RECUPERAÇÕES JUDICIAIS ,FALÊNCIAS E CONCORDATAS|Concordia|08 de Março de 2023|PADARIA PINHERUS LTDA|03.458.244/0001-00|Travessa Lamonatto|175|Centrp|Concórdia                       |SC|89700093|Contratual|R$ 154.448,19|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5002323-84.2023.8.24.0019] PADARIA PINHERUS LTDA - 00002|01311200|AV PAULISTA|1793||BELA VISTA|São Paulo|SP|YA063637301BR
04/07/2023|CONFEDERACAO NACIONAL DAS COOPERATIVAS C|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5002323-84.2023.8.24.0019|VARA REGIONAL DE RECUPERAÇÕES JUDICIAIS ,FALÊNCIAS E CONCORDATAS|Concordia|08 de Março de 2023|PADARIA PINHERUS LTDA|03.458.244/0001-00|Travessa Lamonatto|175|Centrp|Concórdia                       |SC|89700093|Contratual|R$ 282.539,00|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5002323-84.2023.8.24.0019] PADARIA PINHERUS LTDA - 00005|01415003|RUA BELA CINTRA|967|8º ANDAR - CJ. 82|CONSOLAÇÃO|São Paulo|SP|YA063637315BR
04/07/2023|          PERLIMA METAIS PERFURADOS LTDA|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5002323-84.2023.8.24.0019|VARA REGIONAL DE RECUPERAÇÕES JUDICIAIS ,FALÊNCIAS E CONCORDATAS|Concordia|08 de Março de 2023|PADARIA PINHERUS LTDA|03.458.244/0001-00|Travessa Lamonatto|175|Centrp|Concórdia                       |SC|89700093|Contratual|R$ 1.620,00|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5002323-84.2023.8.24.0019] PADARIA PINHERUS LTDA - 00010|13490000|R CARLOS GOMES|725||CENTRO|Cordeirópolis|SP|YA063637329BR
04/07/2023|                     BANCO DO BRASIL S/A|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5002323-84.2023.8.24.0019|VARA REGIONAL DE RECUPERAÇÕES JUDICIAIS ,FALÊNCIAS E CONCORDATAS|Concordia|08 de Março de 2023|PADARIA PINHERUS LTDA|03.458.244/0001-00|Travessa Lamonatto|175|Centrp|Concórdia                       |SC|89700093|Contratual|R$ 245.680,28|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5002323-84.2023.8.24.0019] PADARIA PINHERUS LTDA - 00003|70040912|Q SAUN QUADRA 5 LOTE B TORRES I, II E III|||ASA NORTE|Brasilia|DF|YA063637332BR
04/07/2023|      FRIGELAR COMERCIO E INDUSTRIA LTDA|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5002323-84.2023.8.24.0019|VARA REGIONAL DE RECUPERAÇÕES JUDICIAIS ,FALÊNCIAS E CONCORDATAS|Concordia|08 de Março de 2023|PADARIA PINHERUS LTDA|03.458.244/0001-00|Travessa Lamonatto|175|Centrp|Concórdia                       |SC|89700093|Contratual|R$ 10.957,70|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5002323-84.2023.8.24.0019] PADARIA PINHERUS LTDA - 00008|81540082|R REPUBLICA ISLAMICA DO IRA|160||JARDIM DAS AMERICAS|Curitiba|PR|YA063637346BR
04/07/2023|                 CELESC DISTRIBUICAO S.A|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5002323-84.2023.8.24.0019|VARA REGIONAL DE RECUPERAÇÕES JUDICIAIS ,FALÊNCIAS E CONCORDATAS|Concordia|08 de Março de 2023|PADARIA PINHERUS LTDA|03.458.244/0001-00|Travessa Lamonatto|175|Centrp|Concórdia                       |SC|89700093|Contratual|R$ 14.590,62|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5002323-84.2023.8.24.0019] PADARIA PINHERUS LTDA - 00004|88034900|AVENIDA ITAMARATI|160|BLOCO A1, B1, b2|Itacorubi |Florianópolis|SC|YA063637350BR
04/07/2023|SERVICO NACIONAL DE APRENDIZAGEM INDUSTR|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5002323-84.2023.8.24.0019|VARA REGIONAL DE RECUPERAÇÕES JUDICIAIS ,FALÊNCIAS E CONCORDATAS|Concordia|08 de Março de 2023|PADARIA PINHERUS LTDA|03.458.244/0001-00|Travessa Lamonatto|175|Centrp|Concórdia                       |SC|89700093|Contratual|R$ 4.840,00|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5002323-84.2023.8.24.0019] PADARIA PINHERUS LTDA - 00012|88305555|R HENRIQUE VIGARANI|163|bloco 7|BARRA DO RIO|Itajaí|SC|YA063637363BR
04/07/2023|             SERVICO SOCIAL DA INDUSTRIA|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5002323-84.2023.8.24.0019|VARA REGIONAL DE RECUPERAÇÕES JUDICIAIS ,FALÊNCIAS E CONCORDATAS|Concordia|08 de Março de 2023|PADARIA PINHERUS LTDA|03.458.244/0001-00|Travessa Lamonatto|175|Centrp|Concórdia                       |SC|89700093|Contratual|R$ 6.671,04|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5002323-84.2023.8.24.0019] PADARIA PINHERUS LTDA - 00013|89700000|R DR MARURI|614||centro|Concórdia|SC|YA063637377BR
04/07/2023|COOPERATIVA DE CREDITO DE EMPRESARIOS - |COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5002323-84.2023.8.24.0019|VARA REGIONAL DE RECUPERAÇÕES JUDICIAIS ,FALÊNCIAS E CONCORDATAS|Concordia|08 de Março de 2023|PADARIA PINHERUS LTDA|03.458.244/0001-00|Travessa Lamonatto|175|Centrp|Concórdia                       |SC|89700093|Contratual|R$ 357.320,78|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5002323-84.2023.8.24.0019] PADARIA PINHERUS LTDA - 00006|89700085|R. DO COMÉRCIO|207||centro|Concórdia|SC|YA063637385BR
04/07/2023|COOPERATIVA DE CREDITO DE LIVRE ADMISSAO|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5002323-84.2023.8.24.0019|VARA REGIONAL DE RECUPERAÇÕES JUDICIAIS ,FALÊNCIAS E CONCORDATAS|Concordia|08 de Março de 2023|PADARIA PINHERUS LTDA|03.458.244/0001-00|Travessa Lamonatto|175|Centrp|Concórdia                       |SC|89700093|Contratual|R$ 3.374.777,65|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5002323-84.2023.8.24.0019] PADARIA PINHERUS LTDA - 00007|89700168|RUA DR MARURI|1242||centro|Concórdia|SC|YA063637394BR
04/07/2023|                        MERCADO ZAT LTDA|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5002323-84.2023.8.24.0019|VARA REGIONAL DE RECUPERAÇÕES JUDICIAIS ,FALÊNCIAS E CONCORDATAS|Concordia|08 de Março de 2023|PADARIA PINHERUS LTDA|03.458.244/0001-00|Travessa Lamonatto|175|Centrp|Concórdia                       |SC|89700093|Contratual|R$ 5.500,00|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5002323-84.2023.8.24.0019] PADARIA PINHERUS LTDA - 00009|89703148|R SENADOR ATTILIO FRANCISCO XAVIER FONTANA|1249||SANTA CRUZ|Concórdia|SC|YA063637403BR
04/07/2023|               THECFRIO REFRIGERAÇÃO LTD|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5002323-84.2023.8.24.0019|VARA REGIONAL DE RECUPERAÇÕES JUDICIAIS ,FALÊNCIAS E CONCORDATAS|Concordia|08 de Março de 2023|PADARIA PINHERUS LTDA|03.458.244/0001-00|Travessa Lamonatto|175|Centrp|Concórdia                       |SC|89700093|Contratual|R$ 277.200,00|Classe IV -  Créditos de Microempresa ou empresa de pequeno porte, nos termos do art. 41, IV, da Lei n.º 11.101/2005 |[5002323-84.2023.8.24.0019] PADARIA PINHERUS LTDA - 00017|89708053|RUA DELFINO ROCCO PALUDO|135||SUNTI|Concórdia|SC|YA063637417BR
