DATAATUAL|CREDOR|TIPO DE COMUNICACAO|NUMERO DO PROCESSO|JUIZO|COMARCA|DATA DE ABERTURA DO PROCESSO|RECUPERANDA/FALIDA/INSOLVENTE|CNPJ|LOGRADOURO|NUMERO|BAIRRO|CIDADE|ESTADO|CEP|NATUREZA|VALOR|CLASSIFICACAO|REGISTRADO|CEP_CREDOR|LOGRADOURO_CREDOR|NUMERO_CREDOR|COMPLEMENTO_CREDOR|BAIRRO_CREDOR|CIDADE_CREDOR|ESTADO_CREDOR|ETIQUETA
26/07/2023|                      Itaú Unibanco S.A.|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5008359-91.2023.8.24.0036|1ª Vara Cível|Jaragua do Sul|01 de Junho de 2023|BRUART CONFECÇÕES LTDA|23.450.379/0001-37| Rua Serafim Satler|200|Jaraguá|Criciúma                     |SC|89260270|Contratual|R$ 163.446,24|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5008359-91.2023.8.24.0036] BRUART CONFECÇÕES LTDA - 00010|04344902|Praça Alfredo Egydio de Souza Aranha|100|Torre Olavo Setubal|Parque Jabaquara|São Paulo|SP|YA063643372BR
26/07/2023|                      Itaú Unibanco S.A.|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5008359-91.2023.8.24.0036|1ª Vara Cível|Jaragua do Sul|01 de Junho de 2023|BRUART CONFECÇÕES LTDA|23.450.379/0001-37| Rua Serafim Satler|200|Jaraguá|Criciúma                     |SC|89260270|Contratual|R$ 163.446,24|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5008359-91.2023.8.24.0036] BRUART CONFECÇÕES LTDA - 00010|04344902|Praça Alfredo Egydio de Souza Aranha|100|Torre Olavo Setubal|Parque Jabaquara|São Paulo|SP|YA063643386BR
26/07/2023|                      Itaú Unibanco S.A.|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5008359-91.2023.8.24.0036|1ª Vara Cível|Jaragua do Sul|01 de Junho de 2023|BRUART CONFECÇÕES LTDA|23.450.379/0001-37| Rua Serafim Satler|200|Jaraguá|Criciúma                     |SC|89260270|Contratual|R$ 163.446,24|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5008359-91.2023.8.24.0036] BRUART CONFECÇÕES LTDA - 00010|04344902|Praça Alfredo Egydio de Souza Aranha|100|Torre Olavo Setubal|Parque Jabaquara|São Paulo|SP|YA063643390BR
26/07/2023|                      Itaú Unibanco S.A.|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5008359-91.2023.8.24.0036|1ª Vara Cível|Jaragua do Sul|01 de Junho de 2023|BRUART CONFECÇÕES LTDA|23.450.379/0001-37| Rua Serafim Satler|200|Jaraguá|Criciúma                     |SC|89260270|Contratual|R$ 163.446,24|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5008359-91.2023.8.24.0036] BRUART CONFECÇÕES LTDA - 00010|04344902|Praça Alfredo Egydio de Souza Aranha|100|Torre Olavo Setubal|Parque Jabaquara|São Paulo|SP|YA063643409BR
26/07/2023|                     Banco Bradesco S.A.|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5008359-91.2023.8.24.0036|1ª Vara Cível|Jaragua do Sul|01 de Junho de 2023|BRUART CONFECÇÕES LTDA|23.450.379/0001-37| Rua Serafim Satler|200|Jaraguá|Criciúma                     |SC|89260270|Contratual|R$ 1.247.659,28|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5008359-91.2023.8.24.0036] BRUART CONFECÇÕES LTDA - 00001|06029900|Núcleo Cidade de Deus|||Vila Yara|Osasco|SP|YA063643412BR
26/07/2023|                     Banco Bradesco S.A.|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5008359-91.2023.8.24.0036|1ª Vara Cível|Jaragua do Sul|01 de Junho de 2023|BRUART CONFECÇÕES LTDA|23.450.379/0001-37| Rua Serafim Satler|200|Jaraguá|Criciúma                     |SC|89260270|Contratual|R$ 1.247.659,28|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5008359-91.2023.8.24.0036] BRUART CONFECÇÕES LTDA - 00001|06029900|Núcleo Cidade de Deus|||Vila Yara|Osasco|SC|YA063643426BR
26/07/2023|                     Banco Bradesco S.A.|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5008359-91.2023.8.24.0036|1ª Vara Cível|Jaragua do Sul|01 de Junho de 2023|BRUART CONFECÇÕES LTDA|23.450.379/0001-37| Rua Serafim Satler|200|Jaraguá|Criciúma                     |SC|89260270|Contratual|R$ 1.247.659,28|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5008359-91.2023.8.24.0036] BRUART CONFECÇÕES LTDA - 00001|06029900|Núcleo Cidade de Deus|||Vila Yara|Osasco|SP|YA063643430BR
26/07/2023|                     Banco Bradesco S.A.|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5008359-91.2023.8.24.0036|1ª Vara Cível|Jaragua do Sul|01 de Junho de 2023|BRUART CONFECÇÕES LTDA|23.450.379/0001-37| Rua Serafim Satler|200|Jaraguá|Criciúma                     |SC|89260270|Contratual|R$ 1.247.659,28|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5008359-91.2023.8.24.0036] BRUART CONFECÇÕES LTDA - 00001|06029900|Núcleo Cidade de Deus|||Vila Yara|Osasco|SC|YA063643443BR
26/07/2023|       BB Administradora de Consórcios S|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5008359-91.2023.8.24.0036|1ª Vara Cível|Jaragua do Sul|01 de Junho de 2023|BRUART CONFECÇÕES LTDA|23.450.379/0001-37| Rua Serafim Satler|200|Jaraguá|Criciúma                     |SC|89260270|Contratual|R$ 31.814,15|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5008359-91.2023.8.24.0036] BRUART CONFECÇÕES LTDA - 00004|70040250|Setor Saun Quadra 5||bloco b, 1.º andar, Edifício Banco do Brasil. Torre sul|Asa Norte|Brasilia|DF|YA063643457BR
26/07/2023|       BB Administradora de Consórcios S|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5008359-91.2023.8.24.0036|1ª Vara Cível|Jaragua do Sul|01 de Junho de 2023|BRUART CONFECÇÕES LTDA|23.450.379/0001-37| Rua Serafim Satler|200|Jaraguá|Criciúma                     |SC|89260270|Contratual|R$ 31.814,15|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5008359-91.2023.8.24.0036] BRUART CONFECÇÕES LTDA - 00004|70040250|Setor Saun Quadra 5||bloco b, 1.º andar, Edifício Banco do Brasil. Torre sul|Asa Norte|Brasilia|DF|YA063643465BR
26/07/2023|       BB Administradora de Consórcios S|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5008359-91.2023.8.24.0036|1ª Vara Cível|Jaragua do Sul|01 de Junho de 2023|BRUART CONFECÇÕES LTDA|23.450.379/0001-37| Rua Serafim Satler|200|Jaraguá|Criciúma                     |SC|89260270|Contratual|R$ 31.814,15|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5008359-91.2023.8.24.0036] BRUART CONFECÇÕES LTDA - 00004|70040250|Setor Saun Quadra 5||bloco b, 1.º andar, Edifício Banco do Brasil. Torre sul|Asa Norte|Brasilia|DF|YA063643474BR
26/07/2023|       BB Administradora de Consórcios S|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5008359-91.2023.8.24.0036|1ª Vara Cível|Jaragua do Sul|01 de Junho de 2023|BRUART CONFECÇÕES LTDA|23.450.379/0001-37| Rua Serafim Satler|200|Jaraguá|Criciúma                     |SC|89260270|Contratual|R$ 31.814,15|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5008359-91.2023.8.24.0036] BRUART CONFECÇÕES LTDA - 00004|70040250|Setor Saun Quadra 5||bloco b, 1.º andar, Edifício Banco do Brasil. Torre sul|Asa Norte|Brasilia|DF|YA063643488BR
26/07/2023|                    Banco do Brasil S.A.|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5008359-91.2023.8.24.0036|1ª Vara Cível|Jaragua do Sul|01 de Junho de 2023|BRUART CONFECÇÕES LTDA|23.450.379/0001-37| Rua Serafim Satler|200|Jaraguá|Criciúma                     |SC|89260270|Contratual|R$ 229.662,88|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5008359-91.2023.8.24.0036] BRUART CONFECÇÕES LTDA - 00002|70040912|Quadra 5, Lote B, Saun||Torres I, II e III, andar 1 a 16, sala 101 a 1601|Asa Norte|Brasilia|DF|YA063643491BR
26/07/2023|                    Banco do Brasil S.A.|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5008359-91.2023.8.24.0036|1ª Vara Cível|Jaragua do Sul|01 de Junho de 2023|BRUART CONFECÇÕES LTDA|23.450.379/0001-37| Rua Serafim Satler|200|Jaraguá|Criciúma                     |SC|89260270|Contratual|R$ 229.662,88|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5008359-91.2023.8.24.0036] BRUART CONFECÇÕES LTDA - 00002|70040912|Quadra 5, Lote B, Saun||Torres I, II e III, andar 1 a 16, sala 101 a 1601|Asa Norte|Brasilia|DF|YA063643505BR
26/07/2023|                    Banco do Brasil S.A.|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5008359-91.2023.8.24.0036|1ª Vara Cível|Jaragua do Sul|01 de Junho de 2023|BRUART CONFECÇÕES LTDA|23.450.379/0001-37| Rua Serafim Satler|200|Jaraguá|Criciúma                     |SC|89260270|Contratual|R$ 229.662,88|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5008359-91.2023.8.24.0036] BRUART CONFECÇÕES LTDA - 00002|70040912|Quadra 5, Lote B, Saun||Torres I, II e III, andar 1 a 16, sala 101 a 1601|Asa Norte|Brasilia|DF|YA063643514BR
26/07/2023|                    Banco do Brasil S.A.|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5008359-91.2023.8.24.0036|1ª Vara Cível|Jaragua do Sul|01 de Junho de 2023|BRUART CONFECÇÕES LTDA|23.450.379/0001-37| Rua Serafim Satler|200|Jaraguá|Criciúma                     |SC|89260270|Contratual|R$ 229.662,88|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5008359-91.2023.8.24.0036] BRUART CONFECÇÕES LTDA - 00002|70040912|Quadra 5, Lote B, Saun||Torres I, II e III, andar 1 a 16, sala 101 a 1601|Asa Norte|Brasilia|DF|YA063643528BR
26/07/2023|                    Caixa Econômica Fede|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5008359-91.2023.8.24.0036|1ª Vara Cível|Jaragua do Sul|01 de Junho de 2023|BRUART CONFECÇÕES LTDA|23.450.379/0001-37| Rua Serafim Satler|200|Jaraguá|Criciúma                     |SC|89260270|Contratual|R$ 365.212,52|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5008359-91.2023.8.24.0036] BRUART CONFECÇÕES LTDA - 00005|70092900|Setor Bancário Sul||Quadra 04, 34, Bloco A|Asa Sul|Brasilia|DF|YA063643531BR
