DATAATUAL|CREDOR|TIPO DE COMUNICACAO|NUMERO DO PROCESSO|JUIZO|COMARCA|DATA DE ABERTURA DO PROCESSO|RECUPERANDA/FALIDA/INSOLVENTE|CNPJ|LOGRADOURO|NUMERO|BAIRRO|CIDADE|ESTADO|CEP|NATUREZA|VALOR|CLASSIFICACAO|REGISTRADO|CEP_CREDOR|LOGRADOURO_CREDOR|NUMERO_CREDOR|COMPLEMENTO_CREDOR|BAIRRO_CREDOR|CIDADE_CREDOR|ESTADO_CREDOR|ETIQUETA
04/07/2023|BMP SOCIEDADE DE CREDITO AO MICROEMPREEN|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5002323-84.2023.8.24.0019|VARA REGIONAL DE RECUPERAÇÕES JUDICIAIS ,FALÊNCIAS E CONCORDATAS|Concordia|08 de Março de 2023|BOKITUS PADARIA, CONFEITARIA E LANCHERIA LTDA. EPP|80.997.430/0001-69| Rua Silvino Ciarini|532|Industriário|Concórdia                       |SC|88700000|Contratual|R$ 49.904,76|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5002323-84.2023.8.24.0019] BOKITUS PADARIA, CONFEITARIA E LANCHERIA LTDA. EPP - 00013|01311200|AVENIDA PAULISTA|1765|ANDAR 1 CONJ 12|BELA VISTA|São Paulo|SP|YA063636371BR
04/07/2023|              DELIFOODS ALIMENTOS EIRELI|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5002323-84.2023.8.24.0019|VARA REGIONAL DE RECUPERAÇÕES JUDICIAIS ,FALÊNCIAS E CONCORDATAS|Concordia|08 de Março de 2023|BOKITUS PADARIA, CONFEITARIA E LANCHERIA LTDA. EPP|80.997.430/0001-69| Rua Silvino Ciarini|532|Industriário|Concórdia                       |SC|88700000|Contratual|R$ 27.820,00|Classe IV -  Créditos de Microempresa ou empresa de pequeno porte, nos termos do art. 41, IV, da Lei n.º 11.101/2005 |[5002323-84.2023.8.24.0019] BOKITUS PADARIA, CONFEITARIA E LANCHERIA LTDA. EPP - 00076|06712410|Rua COIMBRA|541||JARDIM COLIBRI|Cotia|SP|YA063636385BR
04/07/2023|VAZIK INDUSTRIA E COMERCIO DE VASOS LTDA|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5002323-84.2023.8.24.0019|VARA REGIONAL DE RECUPERAÇÕES JUDICIAIS ,FALÊNCIAS E CONCORDATAS|Concordia|08 de Março de 2023|BOKITUS PADARIA, CONFEITARIA E LANCHERIA LTDA. EPP|80.997.430/0001-69| Rua Silvino Ciarini|532|Industriário|Concórdia                       |SC|88700000|Contratual|R$ 3.499,15|Classe IV -  Créditos de Microempresa ou empresa de pequeno porte, nos termos do art. 41, IV, da Lei n.º 11.101/2005 |[5002323-84.2023.8.24.0019] BOKITUS PADARIA, CONFEITARIA E LANCHERIA LTDA. EPP - 00087|07662815|AL FLAMBOYANTS|||TERRA PRETA|Mairipora|SP|YA063636399BR
04/07/2023|PORTALPLAST INDUSTRIA E COMERCIO DE LAMI|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5002323-84.2023.8.24.0019|VARA REGIONAL DE RECUPERAÇÕES JUDICIAIS ,FALÊNCIAS E CONCORDATAS|Concordia|08 de Março de 2023|BOKITUS PADARIA, CONFEITARIA E LANCHERIA LTDA. EPP|80.997.430/0001-69| Rua Silvino Ciarini|532|Industriário|Concórdia                       |SC|88700000|Contratual|R$ 11.941,42|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5002323-84.2023.8.24.0019] BOKITUS PADARIA, CONFEITARIA E LANCHERIA LTDA. EPP - 00057|09981030|R ALVARES CABRAL|582||CONCEICAO|Diadema|SP|YA063636408BR
04/07/2023|          PERLIMA METAIS PERFURADOS LTDA|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5002323-84.2023.8.24.0019|VARA REGIONAL DE RECUPERAÇÕES JUDICIAIS ,FALÊNCIAS E CONCORDATAS|Concordia|08 de Março de 2023|BOKITUS PADARIA, CONFEITARIA E LANCHERIA LTDA. EPP|80.997.430/0001-69| Rua Silvino Ciarini|532|Industriário|Concórdia                       |SC|88700000|Contratual|R$ 45.629,00|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5002323-84.2023.8.24.0019] BOKITUS PADARIA, CONFEITARIA E LANCHERIA LTDA. EPP - 00054|13490007|R. Carlos Gomes|725|| Jardim Jafet|Cordeirópolis|SP|YA063636411BR
04/07/2023|                 SBR FOODS LTDA - FILIAL|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5002323-84.2023.8.24.0019|VARA REGIONAL DE RECUPERAÇÕES JUDICIAIS ,FALÊNCIAS E CONCORDATAS|Concordia|08 de Março de 2023|BOKITUS PADARIA, CONFEITARIA E LANCHERIA LTDA. EPP|80.997.430/0001-69| Rua Silvino Ciarini|532|Industriário|Concórdia                       |SC|88700000|Contratual|R$ 3.798,00|Classe IV -  Créditos de Microempresa ou empresa de pequeno porte, nos termos do art. 41, IV, da Lei n.º 11.101/2005 |[5002323-84.2023.8.24.0019] BOKITUS PADARIA, CONFEITARIA E LANCHERIA LTDA. EPP - 00084|13508970|COND COM CORPORATE PARK, 305, COND COM CORPORATE PARK, RIO CLARO, SP|305||Distrito Industrial|Rio Claro|SP|YA063636425BR
04/07/2023|INDUSTRIA DE MAQUINAS MECAMAU SAO JOSE E|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5002323-84.2023.8.24.0019|VARA REGIONAL DE RECUPERAÇÕES JUDICIAIS ,FALÊNCIAS E CONCORDATAS|Concordia|08 de Março de 2023|BOKITUS PADARIA, CONFEITARIA E LANCHERIA LTDA. EPP|80.997.430/0001-69| Rua Silvino Ciarini|532|Industriário|Concórdia                       |SC|88700000|Contratual|R$ 29.253,34|Classe IV -  Créditos de Microempresa ou empresa de pequeno porte, nos termos do art. 41, IV, da Lei n.º 11.101/2005 |[5002323-84.2023.8.24.0019] BOKITUS PADARIA, CONFEITARIA E LANCHERIA LTDA. EPP - 00079|13990000|AV WASHINGTON LUIZ|1310||MATADOURO|ESPIRITO SANTO DO PINHAL|SP|YA063636439BR
04/07/2023|        IMECA INDUSTRIA METALURGICA LTDA|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5002323-84.2023.8.24.0019|VARA REGIONAL DE RECUPERAÇÕES JUDICIAIS ,FALÊNCIAS E CONCORDATAS|Concordia|08 de Março de 2023|BOKITUS PADARIA, CONFEITARIA E LANCHERIA LTDA. EPP|80.997.430/0001-69| Rua Silvino Ciarini|532|Industriário|Concórdia                       |SC|88700000|Contratual|R$ 99.339,44|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5002323-84.2023.8.24.0019] BOKITUS PADARIA, CONFEITARIA E LANCHERIA LTDA. EPP - 00037|17032000|AV CRUZEIRO DO SUL|24-105||JARDIM REDENTRO|Bauru|SP|YA063636442BR
04/07/2023|         LOJA DE FRANQUIA FRANCHISE LTDA|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5002323-84.2023.8.24.0019|VARA REGIONAL DE RECUPERAÇÕES JUDICIAIS ,FALÊNCIAS E CONCORDATAS|Concordia|08 de Março de 2023|BOKITUS PADARIA, CONFEITARIA E LANCHERIA LTDA. EPP|80.997.430/0001-69| Rua Silvino Ciarini|532|Industriário|Concórdia                       |SC|88700000|Contratual|R$ 39.000,00|Classe IV -  Créditos de Microempresa ou empresa de pequeno porte, nos termos do art. 41, IV, da Lei n.º 11.101/2005 |[5002323-84.2023.8.24.0019] BOKITUS PADARIA, CONFEITARIA E LANCHERIA LTDA. EPP - 00080|30130012|AV AFONSO PENA|2770||SAVASSI|Belo Horizonte|MG|YA063636456BR
04/07/2023|                     BANCO DO BRASIL S/A|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5002323-84.2023.8.24.0019|VARA REGIONAL DE RECUPERAÇÕES JUDICIAIS ,FALÊNCIAS E CONCORDATAS|Concordia|08 de Março de 2023|BOKITUS PADARIA, CONFEITARIA E LANCHERIA LTDA. EPP|80.997.430/0001-69| Rua Silvino Ciarini|532|Industriário|Concórdia                       |SC|88700000|Contratual|R$ 176.773,52|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5002323-84.2023.8.24.0019] BOKITUS PADARIA, CONFEITARIA E LANCHERIA LTDA. EPP - 00001|70040912|Q SAUN QUADRA 5 LOTE B TORRES I, II E III|||ASA NORTE|Brasilia|DF|YA063636460BR
04/07/2023|                     BANCO DO BRASIL S/A|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5002323-84.2023.8.24.0019|VARA REGIONAL DE RECUPERAÇÕES JUDICIAIS ,FALÊNCIAS E CONCORDATAS|Concordia|08 de Março de 2023|BOKITUS PADARIA, CONFEITARIA E LANCHERIA LTDA. EPP|80.997.430/0001-69| Rua Silvino Ciarini|532|Industriário|Concórdia                       |SC|88700000|Contratual|R$ 176.773,52|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5002323-84.2023.8.24.0019] BOKITUS PADARIA, CONFEITARIA E LANCHERIA LTDA. EPP - 00001|70040912|Q SAUN QUADRA 5 LOTE B TORRES I, II E III|||ASA NORTE|Brasilia|DF|YA063636473BR
04/07/2023|                WINKERT  e  WINKERT LTDA|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5002323-84.2023.8.24.0019|VARA REGIONAL DE RECUPERAÇÕES JUDICIAIS ,FALÊNCIAS E CONCORDATAS|Concordia|08 de Março de 2023|BOKITUS PADARIA, CONFEITARIA E LANCHERIA LTDA. EPP|80.997.430/0001-69| Rua Silvino Ciarini|532|Industriário|Concórdia                       |SC|88700000|Contratual|R$ 6.897,75|Classe IV -  Créditos de Microempresa ou empresa de pequeno porte, nos termos do art. 41, IV, da Lei n.º 11.101/2005 |[5002323-84.2023.8.24.0019] BOKITUS PADARIA, CONFEITARIA E LANCHERIA LTDA. EPP - 00088|80810000|AV MANOEL RIBAS|2253||MERCES|Curitiba|PR|YA063636487BR
04/07/2023|      FRIGELAR COMERCIO E INDUSTRIA LTDA|COMUNICAÇÃO DE RECUPERAÇÃO JUDICIAL|5002323-84.2023.8.24.0019|VARA REGIONAL DE RECUPERAÇÕES JUDICIAIS ,FALÊNCIAS E CONCORDATAS|Concordia|08 de Março de 2023|BOKITUS PADARIA, CONFEITARIA E LANCHERIA LTDA. EPP|80.997.430/0001-69| Rua Silvino Ciarini|532|Industriário|Concórdia                       |SC|88700000|Contratual|R$ 16.315,05|Classe III - Créditos Quirografários, com privilégio especial, com privilégio geral ou subordinados|[5002323-84.2023.8.24.0019] BOKITUS PADARIA, CONFEITARIA E LANCHERIA LTDA. EPP - 00030|81540082|Rua REPUBLICA ISLAMICA DO IRA|160||JARDIM DAS AMERICAS|Curitiba|PR|YA063636495BR
